Auction_id,Auction_Desc,Round,bip_name,License Name,License Size,bip_desc,bidder_name,Round of High Bid,bid_amt,net_bid_amt,Bidding Credit,Increments of Bid,Prev High Bidder,Round of Prev High Bid,Prev Gross,Prev Net,Prev Bidding Credit,Bids,Min Acceptable Bid,Population
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA046-F,YCBEA046F,1.25,"Hickory-Morganton, NC-TN",Nextel Spectrum Acquisition Corp.,27,252000,252000,-,0,Motient Communications Company,25,"$210,000","$210,000",-,-,"$277,000.00","445,736.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA046-FF,YCBEA046FF,1.25,"Hickory-Morganton, NC-TN",Nextel Spectrum Acquisition Corp.,24,14000,14000,-,0,Preferred Acquisitions Inc,23,"$12,000","$7,800",0.35,-,"$15,000.00","445,736.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA047-D,YCBEA047D,1.25,"Lexington, KY-TN-VA-WV",Nextel Spectrum Acquisition Corp.,24,122000,122000,-,0,Preferred Acquisitions Inc,23,"$102,000","$66,300",0.35,-,"$134,000.00","1,731,306.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA047-DD,YCBEA047DD,1.25,"Lexington, KY-TN-VA-WV",Nextel Spectrum Acquisition Corp.,24,122000,122000,-,0,Preferred Acquisitions Inc,23,"$102,000","$66,300",0.35,-,"$134,000.00","1,731,306.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA047-E,YCBEA047E,1.25,"Lexington, KY-TN-VA-WV",Nextel Spectrum Acquisition Corp.,24,535000,535000,-,0,Preferred Acquisitions Inc,23,"$446,000","$289,900",0.35,-,"$589,000.00","1,731,306.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA047-EE,YCBEA047EE,1.25,"Lexington, KY-TN-VA-WV",Nextel Spectrum Acquisition Corp.,24,122000,122000,-,0,Preferred Acquisitions Inc,23,"$102,000","$66,300",0.35,-,"$134,000.00","1,731,306.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA047-F,YCBEA047F,1.25,"Lexington, KY-TN-VA-WV",Nextel Spectrum Acquisition Corp.,24,252000,252000,-,0,Preferred Acquisitions Inc,23,"$210,000","$136,500",0.35,-,"$277,000.00","1,731,306.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA047-FF,YCBEA047FF,1.25,"Lexington, KY-TN-VA-WV",FCC,46,0,0,-,0,Nevada Wireless LLC,46,"$140,000","$91,000",0.35,-,"$122,000.00","1,731,306.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA048-D,YCBEA048D,1.25,"Charleston, WV-KY-OH",Preferred Acquisitions Inc,40,427000,277550,0.35,0,Nextel Spectrum Acquisition Corp.,39,"$356,000","$356,000",-,-,"$470,000.00","1,196,043.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA048-DD,YCBEA048DD,1.25,"Charleston, WV-KY-OH",Preferred Acquisitions Inc,42,290000,188500,0.35,0,Motient Communications Company,41,"$242,000","$242,000",-,-,"$319,000.00","1,196,043.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA048-E,YCBEA048E,1.25,"Charleston, WV-KY-OH",Preferred Acquisitions Inc,40,427000,277550,0.35,0,Nextel Spectrum Acquisition Corp.,39,"$356,000","$356,000",-,-,"$470,000.00","1,196,043.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA048-EE,YCBEA048EE,1.25,"Charleston, WV-KY-OH",Nextel Spectrum Acquisition Corp.,57,340000,340000,-,0,Motient Communications Company,56,"$283,000","$283,000",-,-,"$374,000.00","1,196,043.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA048-F,YCBEA048F,1.25,"Charleston, WV-KY-OH",Nextel Spectrum Acquisition Corp.,23,258000,258000,-,0,Preferred Acquisitions Inc,22,"$215,000","$139,750",0.35,-,"$284,000.00","1,196,043.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA048-FF,YCBEA048FF,1.25,"Charleston, WV-KY-OH",Nextel Spectrum Acquisition Corp.,65,138000,138000,-,0,Motient Communications Company,64,"$115,000","$115,000",-,-,"$152,000.00","1,196,043.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA049-D,YCBEA049D,1.25,"Cincinnati-Hamilton, OH-KY-IN",Nextel Spectrum Acquisition Corp.,22,70000,70000,-,0,Motient Communications Company,21,"$58,000","$58,000",-,-,"$77,000.00","2,003,480.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA049-DD,YCBEA049DD,1.25,"Cincinnati-Hamilton, OH-KY-IN",Nextel Spectrum Acquisition Corp.,1,10000,10000,-,0,FCC,-,-,-,-,-,"$11,000.00","2,003,480.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA049-E,YCBEA049E,1.25,"Cincinnati-Hamilton, OH-KY-IN",Nextel Spectrum Acquisition Corp.,1,10000,10000,-,0,FCC,-,-,-,-,-,"$11,000.00","2,003,480.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA049-EE,YCBEA049EE,1.25,"Cincinnati-Hamilton, OH-KY-IN",Nextel Spectrum Acquisition Corp.,20,310000,310000,-,0,Motient Communications Company,19,"$258,000","$258,000",-,-,"$341,000.00","2,003,480.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA049-F,YCBEA049F,1.25,"Cincinnati-Hamilton, OH-KY-IN",Motient Communications Company,32,173000,173000,-,0,"Southern Communications Services, Inc",31,"$144,000","$144,000",-,-,"$190,000.00","2,003,480.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA049-FF,YCBEA049FF,1.25,"Cincinnati-Hamilton, OH-KY-IN",Nextel Spectrum Acquisition Corp.,1,10000,10000,-,0,FCC,-,-,-,-,-,"$11,000.00","2,003,480.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA050-D,YCBEA050D,1.25,"Dayton-Springfield, OH",Nextel Spectrum Acquisition Corp.,24,372000,372000,-,0,Motient Communications Company,23,"$310,000","$310,000",-,-,"$409,000.00","1,125,936.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA050-DD,YCBEA050DD,1.25,"Dayton-Springfield, OH",Nextel Spectrum Acquisition Corp.,10,29000,29000,-,0,Motient Communications Company,9,"$24,000","$24,000",-,-,"$32,000.00","1,125,936.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA050-E,YCBEA050E,1.25,"Dayton-Springfield, OH",Nextel Spectrum Acquisition Corp.,1,5600,5600,-,0,FCC,-,-,-,-,-,"$6,200.00","1,125,936.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA050-EE,YCBEA050EE,1.25,"Dayton-Springfield, OH",Motient Communications Company,48,9200,9200,-,0,Nextel Spectrum Acquisition Corp.,47,"$7,700","$7,700",-,-,"$10,000.00","1,125,936.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA050-F,YCBEA050F,1.25,"Dayton-Springfield, OH",Nextel Spectrum Acquisition Corp.,1,5600,5600,-,0,FCC,-,-,-,-,-,"$6,200.00","1,125,936.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA050-FF,YCBEA050FF,1.25,"Dayton-Springfield, OH",Nextel Spectrum Acquisition Corp.,1,5600,5600,-,0,FCC,-,-,-,-,-,"$6,200.00","1,125,936.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA051-D,YCBEA051D,1.25,"Columbus, OH",Nextel Spectrum Acquisition Corp.,23,521000,521000,-,0,Preferred Acquisitions Inc,22,"$434,000","$282,100",0.35,-,"$573,000.00","2,100,613.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA051-DD,YCBEA051DD,1.25,"Columbus, OH",Motient Communications Company,32,146000,146000,-,0,"Southern Communications Services, Inc",31,"$122,000","$122,000",-,-,"$161,000.00","2,100,613.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA051-E,YCBEA051E,1.25,"Columbus, OH",Nextel Spectrum Acquisition Corp.,20,16000,16000,-,0,Preferred Acquisitions Inc,19,"$13,000","$8,450",0.35,-,"$18,000.00","2,100,613.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA051-EE,YCBEA051EE,1.25,"Columbus, OH",Nextel Spectrum Acquisition Corp.,23,521000,521000,-,0,Preferred Acquisitions Inc,22,"$434,000","$282,100",0.35,-,"$573,000.00","2,100,613.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA051-F,YCBEA051F,1.25,"Columbus, OH",Nextel Spectrum Acquisition Corp.,18,252000,252000,-,0,Motient Communications Company,17,"$210,000","$210,000",-,-,"$277,000.00","2,100,613.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA051-FF,YCBEA051FF,1.25,"Columbus, OH",Nextel Spectrum Acquisition Corp.,18,252000,252000,-,0,Motient Communications Company,17,"$210,000","$210,000",-,-,"$277,000.00","2,100,613.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA052-D,YCBEA052D,1.25,"Wheeling, WV-OH",Nextel Spectrum Acquisition Corp.,23,8300,8300,-,0,Preferred Acquisitions Inc,22,"$6,900","$4,485",0.35,-,"$9,100.00","346,375.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA052-DD,YCBEA052DD,1.25,"Wheeling, WV-OH",Nextel Spectrum Acquisition Corp.,23,8300,8300,-,0,Preferred Acquisitions Inc,22,"$6,900","$4,485",0.35,-,"$9,100.00","346,375.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA052-E,YCBEA052E,1.25,"Wheeling, WV-OH",Nextel Spectrum Acquisition Corp.,23,8300,8300,-,0,Preferred Acquisitions Inc,22,"$6,900","$4,485",0.35,-,"$9,100.00","346,375.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA052-EE,YCBEA052EE,1.25,"Wheeling, WV-OH",Nextel Spectrum Acquisition Corp.,23,8300,8300,-,0,Preferred Acquisitions Inc,22,"$6,900","$4,485",0.35,-,"$9,100.00","346,375.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA052-F,YCBEA052F,1.25,"Wheeling, WV-OH",Nextel Spectrum Acquisition Corp.,25,210000,210000,-,0,Motient Communications Company,24,"$175,000","$175,000",-,-,"$231,000.00","346,375.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA052-FF,YCBEA052FF,1.25,"Wheeling, WV-OH",Nextel Spectrum Acquisition Corp.,23,8300,8300,-,0,Preferred Acquisitions Inc,22,"$6,900","$4,485",0.35,-,"$9,100.00","346,375.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA053-D,YCBEA053D,1.25,"Pittsburgh, PA-WV",Nextel Spectrum Acquisition Corp.,20,553000,553000,-,0,"Southern Communications Services, Inc",19,"$461,000","$461,000",-,-,"$608,000.00","3,003,172.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA053-DD,YCBEA053DD,1.25,"Pittsburgh, PA-WV",Nextel Spectrum Acquisition Corp.,20,553000,553000,-,0,"Southern Communications Services, Inc",19,"$461,000","$461,000",-,-,"$608,000.00","3,003,172.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA053-E,YCBEA053E,1.25,"Pittsburgh, PA-WV",Nextel Spectrum Acquisition Corp.,23,956000,956000,-,0,Motient Communications Company,22,"$797,000","$797,000",-,-,"$1,052,000.00","3,003,172.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA053-EE,YCBEA053EE,1.25,"Pittsburgh, PA-WV",Nextel Spectrum Acquisition Corp.,20,553000,553000,-,0,"Southern Communications Services, Inc",19,"$461,000","$461,000",-,-,"$608,000.00","3,003,172.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA053-F,YCBEA053F,1.25,"Pittsburgh, PA-WV",Nextel Spectrum Acquisition Corp.,20,553000,553000,-,0,"Southern Communications Services, Inc",19,"$461,000","$461,000",-,-,"$608,000.00","3,003,172.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA053-FF,YCBEA053FF,1.25,"Pittsburgh, PA-WV",Nextel Spectrum Acquisition Corp.,20,553000,553000,-,0,"Southern Communications Services, Inc",19,"$461,000","$461,000",-,-,"$608,000.00","3,003,172.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA054-D,YCBEA054D,1.25,"Erie, PA",Nextel Spectrum Acquisition Corp.,23,8500,8500,-,0,Preferred Acquisitions Inc,22,"$7,100","$4,615",0.35,-,"$9,400.00","512,673.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA054-DD,YCBEA054DD,1.25,"Erie, PA",Nextel Spectrum Acquisition Corp.,23,8500,8500,-,0,Preferred Acquisitions Inc,22,"$7,100","$4,615",0.35,-,"$9,400.00","512,673.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA054-E,YCBEA054E,1.25,"Erie, PA",Nextel Spectrum Acquisition Corp.,23,8500,8500,-,0,Preferred Acquisitions Inc,22,"$7,100","$4,615",0.35,-,"$9,400.00","512,673.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA054-EE,YCBEA054EE,1.25,"Erie, PA",Nextel Spectrum Acquisition Corp.,23,8500,8500,-,0,Preferred Acquisitions Inc,22,"$7,100","$4,615",0.35,-,"$9,400.00","512,673.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA054-F,YCBEA054F,1.25,"Erie, PA",Nextel Spectrum Acquisition Corp.,23,8500,8500,-,0,Preferred Acquisitions Inc,22,"$7,100","$4,615",0.35,-,"$9,400.00","512,673.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA054-FF,YCBEA054FF,1.25,"Erie, PA",Nextel Spectrum Acquisition Corp.,23,8500,8500,-,0,Preferred Acquisitions Inc,22,"$7,100","$4,615",0.35,-,"$9,400.00","512,673.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA055-D,YCBEA055D,1.25,"Cleveland-Akron, OH-PA",Nextel Spectrum Acquisition Corp.,23,1051000,1051000,-,0,Preferred Acquisitions Inc,22,"$876,000","$569,400",0.35,-,"$1,156,000.00","4,564,666.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA055-DD,YCBEA055DD,1.25,"Cleveland-Akron, OH-PA",Nextel Spectrum Acquisition Corp.,23,1051000,1051000,-,0,Preferred Acquisitions Inc,22,"$876,000","$569,400",0.35,-,"$1,156,000.00","4,564,666.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA055-E,YCBEA055E,1.25,"Cleveland-Akron, OH-PA",Nextel Spectrum Acquisition Corp.,23,1051000,1051000,-,0,Preferred Acquisitions Inc,22,"$876,000","$569,400",0.35,-,"$1,156,000.00","4,564,666.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA055-EE,YCBEA055EE,1.25,"Cleveland-Akron, OH-PA",Nextel Spectrum Acquisition Corp.,23,1051000,1051000,-,0,Preferred Acquisitions Inc,22,"$876,000","$569,400",0.35,-,"$1,156,000.00","4,564,666.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA055-F,YCBEA055F,1.25,"Cleveland-Akron, OH-PA",Nextel Spectrum Acquisition Corp.,23,1051000,1051000,-,0,Preferred Acquisitions Inc,22,"$876,000","$569,400",0.35,-,"$1,156,000.00","4,564,666.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA055-FF,YCBEA055FF,1.25,"Cleveland-Akron, OH-PA",Nextel Spectrum Acquisition Corp.,23,1051000,1051000,-,0,Preferred Acquisitions Inc,22,"$876,000","$569,400",0.35,-,"$1,156,000.00","4,564,666.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA056-D,YCBEA056D,1.25,"Toledo, OH",Nextel Spectrum Acquisition Corp.,23,31000,31000,-,0,Preferred Acquisitions Inc,22,"$26,000","$16,900",0.35,-,"$34,000.00","1,278,722.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA056-DD,YCBEA056DD,1.25,"Toledo, OH",Nextel Spectrum Acquisition Corp.,23,31000,31000,-,0,Preferred Acquisitions Inc,22,"$26,000","$16,900",0.35,-,"$34,000.00","1,278,722.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA056-E,YCBEA056E,1.25,"Toledo, OH",Nextel Spectrum Acquisition Corp.,23,31000,31000,-,0,Preferred Acquisitions Inc,22,"$26,000","$16,900",0.35,-,"$34,000.00","1,278,722.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA056-EE,YCBEA056EE,1.25,"Toledo, OH",Nextel Spectrum Acquisition Corp.,23,31000,31000,-,0,Preferred Acquisitions Inc,22,"$26,000","$16,900",0.35,-,"$34,000.00","1,278,722.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA056-F,YCBEA056F,1.25,"Toledo, OH",Nextel Spectrum Acquisition Corp.,23,31000,31000,-,0,Preferred Acquisitions Inc,22,"$26,000","$16,900",0.35,-,"$34,000.00","1,278,722.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA056-FF,YCBEA056FF,1.25,"Toledo, OH",Nextel Spectrum Acquisition Corp.,23,31000,31000,-,0,Preferred Acquisitions Inc,22,"$26,000","$16,900",0.35,-,"$34,000.00","1,278,722.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA057-D,YCBEA057D,1.25,"Detroit-Ann Arbor-Flint, MI",Nextel Spectrum Acquisition Corp.,20,866000,866000,-,0,"Southern Communications Services, Inc",19,"$722,000","$722,000",-,-,"$953,000.00","6,626,919.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA057-DD,YCBEA057DD,1.25,"Detroit-Ann Arbor-Flint, MI",Nextel Spectrum Acquisition Corp.,20,865000,865000,-,0,"Southern Communications Services, Inc",19,"$721,000","$721,000",-,-,"$952,000.00","6,626,919.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA057-E,YCBEA057E,1.25,"Detroit-Ann Arbor-Flint, MI",Nextel Spectrum Acquisition Corp.,31,1427000,1427000,-,0,Preferred Acquisitions Inc,24,"$1,239,000","$805,350",0.35,-,"$1,570,000.00","6,626,919.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA057-EE,YCBEA057EE,1.25,"Detroit-Ann Arbor-Flint, MI",Nextel Spectrum Acquisition Corp.,31,2067000,2067000,-,0,Preferred Acquisitions Inc,24,"$1,795,000","$1,166,750",0.35,-,"$2,274,000.00","6,626,919.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA057-F,YCBEA057F,1.25,"Detroit-Ann Arbor-Flint, MI",Nextel Spectrum Acquisition Corp.,29,1207000,1207000,-,0,"Southern Communications Services, Inc",19,"$1,049,000","$1,049,000",-,-,"$1,328,000.00","6,626,919.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA057-FF,YCBEA057FF,1.25,"Detroit-Ann Arbor-Flint, MI",Nextel Spectrum Acquisition Corp.,31,2067000,2067000,-,0,Preferred Acquisitions Inc,24,"$1,795,000","$1,166,750",0.35,-,"$2,274,000.00","6,626,919.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA058-D,YCBEA058D,1.25,"Northern Michigan, MI",Nextel Spectrum Acquisition Corp.,1,2500,2500,-,0,FCC,-,-,-,-,-,"$2,800.00","230,066.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA058-DD,YCBEA058DD,1.25,"Northern Michigan, MI",Nextel Spectrum Acquisition Corp.,1,2500,2500,-,0,FCC,-,-,-,-,-,"$2,800.00","230,066.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA058-E,YCBEA058E,1.25,"Northern Michigan, MI",Nextel Spectrum Acquisition Corp.,1,2500,2500,-,0,FCC,-,-,-,-,-,"$2,800.00","230,066.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA058-EE,YCBEA058EE,1.25,"Northern Michigan, MI",Nextel Spectrum Acquisition Corp.,1,2500,2500,-,0,FCC,-,-,-,-,-,"$2,800.00","230,066.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA058-F,YCBEA058F,1.25,"Northern Michigan, MI",Nextel Spectrum Acquisition Corp.,1,2500,2500,-,0,FCC,-,-,-,-,-,"$2,800.00","230,066.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA058-FF,YCBEA058FF,1.25,"Northern Michigan, MI",Nextel Spectrum Acquisition Corp.,1,2500,2500,-,0,FCC,-,-,-,-,-,"$2,800.00","230,066.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA059-D,YCBEA059D,1.25,"Green Bay, WI-MI",Nextel Spectrum Acquisition Corp.,25,23000,23000,-,0,Preferred Acquisitions Inc,24,"$19,000","$12,350",0.35,-,"$25,000.00","624,600.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA059-DD,YCBEA059DD,1.25,"Green Bay, WI-MI",Nextel Spectrum Acquisition Corp.,25,252000,252000,-,0,Motient Communications Company,24,"$210,000","$210,000",-,-,"$277,000.00","624,600.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA059-E,YCBEA059E,1.25,"Green Bay, WI-MI",Nextel Spectrum Acquisition Corp.,25,23000,23000,-,0,Preferred Acquisitions Inc,24,"$19,000","$12,350",0.35,-,"$25,000.00","624,600.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA059-EE,YCBEA059EE,1.25,"Green Bay, WI-MI",Nextel Spectrum Acquisition Corp.,25,23000,23000,-,0,Preferred Acquisitions Inc,24,"$19,000","$12,350",0.35,-,"$25,000.00","624,600.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA059-F,YCBEA059F,1.25,"Green Bay, WI-MI",Nextel Spectrum Acquisition Corp.,25,23000,23000,-,0,Preferred Acquisitions Inc,24,"$19,000","$12,350",0.35,-,"$25,000.00","624,600.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA059-FF,YCBEA059FF,1.25,"Green Bay, WI-MI",Nextel Spectrum Acquisition Corp.,25,23000,23000,-,0,Preferred Acquisitions Inc,24,"$19,000","$12,350",0.35,-,"$25,000.00","624,600.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA060-D,YCBEA060D,1.25,"Appleton-Oshkosh-Neenah, WI",Nextel Spectrum Acquisition Corp.,27,252000,252000,-,0,Motient Communications Company,25,"$210,000","$210,000",-,-,"$277,000.00","380,610.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA060-DD,YCBEA060DD,1.25,"Appleton-Oshkosh-Neenah, WI",Nextel Spectrum Acquisition Corp.,25,41000,41000,-,0,Preferred Acquisitions Inc,24,"$34,000","$22,100",0.35,-,"$45,000.00","380,610.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA060-E,YCBEA060E,1.25,"Appleton-Oshkosh-Neenah, WI",Nextel Spectrum Acquisition Corp.,25,41000,41000,-,0,Preferred Acquisitions Inc,24,"$34,000","$22,100",0.35,-,"$45,000.00","380,610.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA060-EE,YCBEA060EE,1.25,"Appleton-Oshkosh-Neenah, WI",Nextel Spectrum Acquisition Corp.,25,41000,41000,-,0,Preferred Acquisitions Inc,24,"$34,000","$22,100",0.35,-,"$45,000.00","380,610.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA060-F,YCBEA060F,1.25,"Appleton-Oshkosh-Neenah, WI",Nextel Spectrum Acquisition Corp.,25,41000,41000,-,0,Preferred Acquisitions Inc,24,"$34,000","$22,100",0.35,-,"$45,000.00","380,610.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA060-FF,YCBEA060FF,1.25,"Appleton-Oshkosh-Neenah, WI",Nextel Spectrum Acquisition Corp.,25,41000,41000,-,0,Preferred Acquisitions Inc,24,"$34,000","$22,100",0.35,-,"$45,000.00","380,610.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA061-D,YCBEA061D,1.25,"Traverse City, MI",Nextel Spectrum Acquisition Corp.,1,2500,2500,-,0,FCC,-,-,-,-,-,"$2,800.00","238,720.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA061-DD,YCBEA061DD,1.25,"Traverse City, MI",Nextel Spectrum Acquisition Corp.,1,2500,2500,-,0,FCC,-,-,-,-,-,"$2,800.00","238,720.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA061-E,YCBEA061E,1.25,"Traverse City, MI",Nextel Spectrum Acquisition Corp.,1,2500,2500,-,0,FCC,-,-,-,-,-,"$2,800.00","238,720.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA061-EE,YCBEA061EE,1.25,"Traverse City, MI",Nextel Spectrum Acquisition Corp.,1,2500,2500,-,0,FCC,-,-,-,-,-,"$2,800.00","238,720.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA061-F,YCBEA061F,1.25,"Traverse City, MI",Nextel Spectrum Acquisition Corp.,1,2500,2500,-,0,FCC,-,-,-,-,-,"$2,800.00","238,720.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA061-FF,YCBEA061FF,1.25,"Traverse City, MI",Nextel Spectrum Acquisition Corp.,1,2500,2500,-,0,FCC,-,-,-,-,-,"$2,800.00","238,720.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA062-D,YCBEA062D,1.25,"Grand Rapids-Muskegon-Holland,",Nextel Spectrum Acquisition Corp.,33,310000,310000,-,0,Motient Communications Company,32,"$258,000","$258,000",-,-,"$341,000.00","1,666,950.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA062-DD,YCBEA062DD,1.25,"Grand Rapids-Muskegon-Holland,",Nextel Spectrum Acquisition Corp.,43,287000,287000,-,0,Motient Communications Company,42,"$239,000","$239,000",-,-,"$316,000.00","1,666,950.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA062-E,YCBEA062E,1.25,"Grand Rapids-Muskegon-Holland,",Nextel Spectrum Acquisition Corp.,25,366000,366000,-,0,Preferred Acquisitions Inc,24,"$305,000","$198,250",0.35,-,"$403,000.00","1,666,950.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA062-EE,YCBEA062EE,1.25,"Grand Rapids-Muskegon-Holland,",Nextel Spectrum Acquisition Corp.,25,362000,362000,-,0,Preferred Acquisitions Inc,24,"$302,000","$196,300",0.35,-,"$398,000.00","1,666,950.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA062-F,YCBEA062F,1.25,"Grand Rapids-Muskegon-Holland,",Motient Communications Company,48,115000,115000,-,0,Nextel Spectrum Acquisition Corp.,47,"$96,000","$96,000",-,-,"$127,000.00","1,666,950.00"
